Title,Company,Experience,Salary,Location,Posted_days_ago,Applications,Employment Type,Role,Education,B.Tech/B.E,B.Sc,BCA,M.Tech,MBA,MCA,M.Sc,Ph.D,Database,Testing,Programming,Web Development,Cloud Computing,Data-Driven Technologies,Project Management & DevOps,Analysis & BI,Mobile Development,Cybersecurity & API Management,Containers & Orchestration
application developer,accenture,expereince,not disclosed,chennai,10.0,10.0, full time,search engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,pune,10.0,10.0, full time,back end developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
software development engineer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
solution enablement,accenture,expereince,not disclosed,pune,10.0,16.0, full time,practice manager / head,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
technology platform engineer,accenture,expereince,not disclosed,chennai,10.0,10.0, full time,search engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
application automation engineer,accenture,expereince,not disclosed,bengaluru,10.0,39.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
security architect,accenture,expereince,not disclosed,bengaluru,10.0,15.0, full time,security architect / consultant,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,mumbai,10.0,10.0, full time,data warehouse developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,hyderabad,10.0,31.0, full time,database administrator,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
technology architect,accenture,expereince,not disclosed,bengaluru,10.0,22.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,kolkata,10.0,10.0, full time,back end developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
devops engineer,accenture,expereince,not disclosed,hyderabad,10.0,114.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
technology architect,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,chennai,10.0,14.0, full time,data warehouse developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,hyderabad,10.0,10.0, full time,back end developer,both,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
security architect,accenture,expereince,not disclosed,kolkata,10.0,10.0, full time,security architect / consultant,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
technology architect,accenture,expereince,not disclosed,bengaluru,10.0,31.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
data engineer,accenture,expereince,not disclosed,bengaluru,10.0,14.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
security architect,accenture,expereince,not disclosed,kolkata,10.0,35.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
application lead,accenture,expereince,not disclosed,kolkata,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
application developer,accenture,expereince,not disclosed,pune,10.0,10.0, full time,data warehouse developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
application support engineer,accenture,expereince,not disclosed,bengaluru,10.0,15.0, full time,database administrator,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
application lead,accenture,expereince,not disclosed,pune,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
application lead,accenture,expereince,not disclosed,pune,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
application lead,accenture,expereince,not disclosed,bengaluru,10.0,20.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1
cloud platform engineer,accenture,expereince,not disclosed,bengaluru,10.0,85.0, full time,cloud system administration,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
application lead,accenture,expereince,not disclosed,hyderabad,10.0,10.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
application lead,accenture,expereince,not disclosed,pune,10.0,10.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
cloud operations administrator,accenture,expereince,not disclosed,pune,10.0,77.0, full time,system administrator / engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,19.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,bengaluru,10.0,29.0, full time,search engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
application architect,accenture,expereince,not disclosed,bengaluru,10.0,27.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
cloud services engineer,accenture,expereince,not disclosed,hyderabad,10.0,10.0, full time,system administrator / engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
application lead,accenture,expereince,not disclosed,bengaluru,10.0,36.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1
data platform engineer,accenture,expereince,not disclosed,noida,10.0,15.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
application lead,accenture,expereince,not disclosed,pune,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,pune,10.0,14.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
application lead,accenture,expereince,not disclosed,pune,10.0,10.0, full time,technical lead,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
application lead,accenture,expereince,not disclosed,pune,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
software development engineer,accenture,expereince,not disclosed,ahmedabad,10.0,26.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
full stack developer ( sde 3),delivery intelligence platform,expereince,not disclosed,bengaluru,10.0,223.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,hyderabad,10.0,29.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
application lead,accenture,expereince,not disclosed,coimbatore,10.0,10.0, full time,head - engineering,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
application designer,accenture,expereince,not disclosed,hyderabad,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
application support engineer,accenture,expereince,not disclosed,hyderabad,10.0,18.0, full time,search engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
technology architect,accenture,expereince,not disclosed,bengaluru,10.0,14.0, full time,technical architect,both,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0
"full stack engineer (typescript, react, gen ai)",ai-powered regulatory compliance platfor...,expereince,not disclosed,gurugram,10.0,404.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
senior pam security engineer,savi,expereince,not disclosed,bengaluru,10.0,83.0, full time,security engineer / analyst,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
chief technology officer,leading client,expereince,not disclosed,bengaluru,10.0,151.0, full time,cto,both,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
devops engineer,api,expereince,not disclosed,bengaluru,10.0,5535.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
chief technology officer (cto),tss,expereince,not disclosed,bengaluru,10.0,707.0, full time,cto,both,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
devops engineer,accenture,expereince,not disclosed,bengaluru,10.0,61.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
devops engineer,accenture,expereince,not disclosed,bengaluru,10.0,51.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
devops engineer,accenture,expereince,not disclosed,bengaluru,10.0,96.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
devops engineer,accenture,expereince,not disclosed,bengaluru,10.0,50.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
devops engineer,accenture,expereince,not disclosed,bengaluru,10.0,70.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
devops engineer,accenture,expereince,not disclosed,bengaluru,10.0,78.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
devops engineer,accenture,expereince,not disclosed,bengaluru,10.0,57.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
technology architect,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
cloud migration engineer,accenture,expereince,not disclosed,bengaluru,10.0,30.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
cloud migration engineer,accenture,expereince,not disclosed,bengaluru,10.0,21.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
ld trainer - python data science/data analytics,leading client,expereince,not disclosed,chennai,10.0,38.0, full time,data science & analytics - other,both,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
cloud native engineer,accenture,expereince,not disclosed,ahmedabad,10.0,19.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,coimbatore,10.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
chief technology officer - wellness industry,leading client,expereince,not disclosed,bengaluru,10.0,215.0, full time,cto,both,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
chief technology office,leading client,expereince,not disclosed,bengaluru,10.0,134.0, full time,cto,both,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
cloud platform engineer,accenture,freshers,not disclosed,kolkata,10.0,403.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
data platform engineer,accenture,expereince,not disclosed,hyderabad,10.0,11.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
data engineering project manager,leading client,expereince,not disclosed,hyderabad,10.0,137.0, full time,engineering manager,both,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
application lead,accenture,expereince,not disclosed,jaipur,10.0,10.0, full time,erp architect,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
program/project management lead,accenture,expereince,not disclosed,bengaluru,10.0,47.0, full time,release manager,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
cloud platform engineer,accenture,expereince,not disclosed,nagpur,10.0,13.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
devops architect - docker / kubernetes,superprocure,expereince,not disclosed,kolkata,10.0,70.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
infrastructure engineer,accenture,freshers,not disclosed,jaipur,10.0,86.0, full time,cloud system administration,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
infra tower lead,tetrahed,expereince,not disclosed,noida,10.0,127.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
infra tower lead,tetrahed,expereince,not disclosed,chennai,10.0,141.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,15.0, full time,data warehouse developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
technology architect,accenture,expereince,not disclosed,mumbai,10.0,10.0, full time,technical architect,both,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
llm ops engineer,tetrahed,expereince,not disclosed,hyderabad,10.0,87.0, full time,site reliability engineer,both,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
llm ops engineer,tetrahed,expereince,not disclosed,hyderabad,10.0,69.0, full time,site reliability engineer,both,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
business architect,accenture,expereince,not disclosed,chennai,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
senior devops engineer - puppet/aws,benovymed healthcare,expereince,not disclosed,gurugram,10.0,574.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1
power builder developer,leading client,expereince,not disclosed,pune,10.0,192.0, full time,full stack developer,both,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
devops engineer,accenture,expereince,not disclosed,bengaluru,10.0,73.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
tibco spotfire developer,saasvaap techies,expereince,not disclosed,chennai,10.0,78.0, full time,data warehouse developer,both,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
application support engineer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,database administrator,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
senior devops engineer,gemini solutions,expereince,not disclosed,panchkula,10.0,449.0, full time,devops engineer,both,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
lead oracle dba,gemini solutions,expereince,not disclosed,gurugram,10.0,64.0, full time,database administrator,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
llm lead,leading client,freshers,not disclosed,hiring office located in chennai,10.0,50.0, full time,technical lead,both,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
network /system administrator (it support),quadgen,expereince,not disclosed,bengaluru,10.0,778.0, full time,hardware and networks - other,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
senior backend engineer,kodehash technologies,expereince,not disclosed,gurugram,10.0,89.0, full time,search engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
software development engineer,accenture,expereince,not disclosed,kolkata,10.0,17.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
kafka administrator - google cloud platform,edgesoft,expereince,not disclosed,bengaluru,10.0,66.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
technology architect,accenture,expereince,not disclosed,coimbatore,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
frontend developer (sde 2/3),delivery intelligence platform,expereince,not disclosed,bengaluru,10.0,960.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,hyderabad,10.0,20.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
cloud migration engineer,accenture,expereince,not disclosed,coimbatore,10.0,27.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
iam security architect,inventonus,expereince,not disclosed,pune,10.0,354.0, full time,security architect / consultant,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
zero trust security architect,inventonus,expereince,not disclosed,pune,10.0,84.0, full time,security architect / consultant,both,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
security architect,accenture,expereince,not disclosed,coimbatore,10.0,18.0, full time,solution architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
program/project management lead,accenture,expereince,not disclosed,bengaluru,10.0,14.0, full time,technical lead,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
application and devops security architect,inventonus,expereince,not disclosed,pune,10.0,349.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1
cloud migration engineer,accenture,expereince,not disclosed,coimbatore,10.0,18.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
backend developer (sde 2/3),delivery intelligence platform,expereince,not disclosed,bengaluru,10.0,921.0, full time,search engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
senior software engineer,perceptiviti,expereince,not disclosed,gurugram,10.0,391.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
business function implement practitioner,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,data analyst,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
application support engineer,accenture,expereince,not disclosed,coimbatore,10.0,33.0, full time,system administrator / engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
software developer,bootlabs,expereince,not disclosed,bengaluru,10.0,101.0, full time,software developer in test (sdet),both,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
technology platform engineer,accenture,expereince,not disclosed,jaipur,10.0,10.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
application lead,accenture,expereince,not disclosed,mumbai,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
application developer,accenture,expereince,not disclosed,mumbai,10.0,10.0, full time,database administrator,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1
application developer,accenture,expereince,not disclosed,mumbai,10.0,10.0, full time,back end developer,both,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
data platform engineer,accenture,expereince,not disclosed,chennai,10.0,13.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
infrastructure engineer,accenture,freshers,not disclosed,coimbatore,10.0,111.0, full time,cloud system administration,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
technology architect,accenture,expereince,not disclosed,bengaluru,10.0,17.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
data platform engineer,accenture,expereince,not disclosed,bengaluru,10.0,17.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
data platform engineer,accenture,expereince,not disclosed,hyderabad,10.0,10.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
